;business_segment;activity_subsector;activity;company_code;company_name;CAGR Lucros 5 anos;CAGR Receitas 5 anos;D.Y;Dív. líquida/EBIT;Dív. líquida/EBITDA;Dív. líquida/PL;EV/EBIT;EV/EBITDA;Giro ativos;LPA;Liq. corrente;M. Bruta;M. EBIT;M. EBITDA;M. Líquida;P/Ativo;P/Ativo Circ. Liq.;P/Cap. Giro;P/EBIT;P/EBITDA;P/L;P/SR;P/VP;PEG Ratio;PL/Ativos;Passivos/Ativos;ROA;ROE;ROIC;VPA
0;Carnes e Derivados;Alimentos Processados;Consumo não Cíclico;BAUH4;EXCELSIOR ALIMENTOS;3.46;5.51;0.0;-0.03;-0.01;0.0;126.8;50.28;1.11;1.75;1.1;20.99;1.84;4.65;4.97;2.59;-3.76;92.2;126.83;50.3;46.98;2.34;3.98;-0.88;0.65;0.35;5.51;8.46;-1.98;20.62
0;Equipamentos;Equipamentos;Saúde;BALM3;BAUMER;53.56;3.42;3.47;-0.83;-0.7;-0.14;3.4;2.84;0.65;2.63;2.93;57.07;15.53;18.56;17.43;0.44;-1.41;0.99;4.4;3.68;3.92;0.68;0.74;0.02;0.6;0.4;11.35;18.9;12.7;13.9
0;Automóveis e Motocicletas;Automóveis e Motocicletas;Consumo Cíclico;PLAS3;PLASCAR PARTICIPAÇÕES;0.0;11.76;0.0;63.43;6.72;0.0;92.13;9.76;1.12;-6.87;0.4;14.34;0.5;4.67;-10.85;0.16;-0.23;-0.35;28.7;3.04;-1.31;0.14;-0.32;0.05;-0.5;1.5;-12.14;-24.52;-3.41;-28.03
0;Máq. e Equip. Construção e Agrícolas;Máquinas e Equipamentos;Bens Industriais;MTSA3;METISA;43.68;21.69;3.2;-0.42;-0.39;-0.13;4.14;3.81;1.36;9.36;2.46;29.55;14.76;16.03;10.62;1.16;-6.12;2.41;5.76;5.31;8.01;0.85;1.77;0.14;0.65;0.35;14.44;22.09;17.77;42.37
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;GEPA3;RIO PARANAPANEMA;-16.23;0.2;9.37;2.02;1.18;0.38;8.21;4.77;0.36;1.58;0.44;29.78;28.6;49.21;11.0;0.64;-0.71;-5.28;6.24;3.63;16.23;1.79;1.17;-0.23;0.55;0.45;3.96;7.22;11.02;21.85
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BRSR5;BANCO BANRISUL;-5.11;6.91;5.78;0.0;0.0;0.0;5.76;0.0;0.11;2.06;1.87;30.36;5.84;0.0;6.47;0.06;-0.06;3.95;8.31;0.0;7.51;0.49;0.66;-0.37;0.08;0.92;0.74;8.85;0.0;23.28
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;CSAB4;CIA SEGUROS ALIANÇA DA BAHIA;0.0;-42.66;2.24;0.0;0.0;0.0;-33.42;-18.82;0.01;-0.52;3.59;45.0;-195.25;-346.77;-83.63;1.0;-1.27;6.68;-41.49;-23.36;-96.87;81.01;2.1;0.87;0.48;0.52;-1.03;-2.17;0.0;23.77
0;Incorporações;Construção Civil;Consumo Cíclico;CRDE3;CR2;0.0;-22.1;0.0;1.39;0.0;-0.13;-3.05;0.0;0.06;-2.89;1.58;25.89;-127.19;0.0;-102.04;0.34;-0.4;6.35;-4.44;0.0;-5.53;5.65;0.4;0.09;0.85;0.15;-6.16;-7.22;-9.24;40.0
0;Artefatos de Ferro e Aço;Siderurgia e Metalurgia;Materiais Básicos;TKNO4;TEKNO;0.0;23.01;8.96;-0.69;-0.63;-0.15;3.03;2.78;0.87;17.7;2.35;23.15;17.23;18.8;15.95;0.57;-1.44;1.67;3.82;3.5;4.12;0.66;0.81;-0.37;0.71;0.29;13.93;19.71;17.63;89.78
0;Siderurgia;Siderurgia e Metalurgia;Materiais Básicos;USIM6;USIMINAS;47.29;24.78;4.49;0.42;0.32;0.04;3.93;2.94;0.81;1.29;3.78;17.49;8.21;10.99;4.98;0.44;-0.89;1.17;6.58;4.92;10.86;0.54;0.68;-0.13;0.65;0.35;4.04;6.24;4.61;20.66
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;ENMT4;ENERGISA MATO GROSSO;56.02;16.93;4.29;2.08;1.84;1.14;11.68;10.36;0.63;5.53;1.42;29.95;25.13;28.34;16.24;1.52;-2.04;20.09;9.63;8.54;14.91;2.42;5.29;2.99;0.29;0.71;10.17;35.45;19.83;15.61
0;Jornais. Livros e Revistas;Mídia;Consumo Cíclico;MSPA3;MELHORAMENTOS;0.0;-22.81;0.0;-4.85;36.29;0.12;-19.69;147.46;0.13;-5.04;1.57;32.47;-10.46;1.4;-17.14;0.21;-0.23;7.19;-15.05;112.72;-9.18;1.57;0.37;3.04;0.57;0.43;-2.27;-4.0;-2.09;126.06
0;Máq. e Equip. Industriais;Máquinas e Equipamentos;Bens Industriais;BDLL3;BARDELLA;0.0;-39.65;0.0;-6.04;-7.45;0.0;-6.58;-8.12;0.04;3.44;0.74;-49.16;-112.68;-91.31;21.92;0.03;-0.05;-0.18;-0.64;-0.8;3.31;0.73;-0.09;-0.03;-0.29;1.29;0.8;-2.79;-357.89;-123.47
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;BRGE6;CONSÓRCIO ALFA DE ADMINISTRAÇÃO;10.41;-31.54;6.68;-28.66;-22.72;-0.84;-14.44;-11.45;0.0;1.14;2.33;-3678.63;1397.5;1763.12;2207.62;0.25;-0.63;0.72;15.89;12.59;10.06;222.06;0.46;0.03;0.54;0.46;2.48;4.61;2.77;24.71
0;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;CTNM3;COTEMINAS;0.0;-3.61;0.0;45.61;8.06;1.87;49.41;8.73;0.49;-6.08;0.95;28.53;1.27;7.2;-9.39;0.04;-0.07;-1.79;6.07;1.07;-0.82;0.08;0.25;-0.01;0.15;0.72;-4.63;-30.32;0.18;20.06
0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;BRML3;BR MALLS;25.92;-2.54;0.65;2.31;2.16;0.2;9.51;8.88;0.07;0.65;2.1;88.97;69.5;74.44;39.67;0.37;-0.41;8.27;7.2;6.73;12.62;5.01;0.62;0.07;0.6;0.39;2.95;4.9;6.41;13.37
0;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;DMMO3;DOMMO ENERGIA;0.0;-1.34;0.0;-2.85;0.0;0.0;32.11;0.0;0.97;-0.01;2.04;54.54;8.16;0.0;-1.1;2.76;-6.66;9.24;34.96;0.0;-258.65;2.85;-1.88;2.52;-1.47;2.47;-1.07;-0.73;-5.39;-0.93
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;EQPA7;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;31.52;12.16;6.07;1.18;0.98;0.53;8.13;6.79;0.68;0.63;1.56;32.24;22.63;27.12;16.01;1.39;-2.2;10.5;9.04;7.54;12.78;2.05;4.06;0.27;0.34;0.66;10.88;31.8;19.7;1.97
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;CSAB3;CIA SEGUROS ALIANÇA DA BAHIA;0.0;-42.66;3.33;0.0;0.0;0.0;-33.42;-18.82;0.01;-0.52;3.59;45.0;-195.25;-346.77;-83.63;0.61;-0.77;4.08;-25.35;-14.27;-59.19;49.5;1.29;0.53;0.48;0.52;-1.03;-2.17;0.0;23.77
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;EQPA5;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;31.52;12.16;5.62;1.18;0.98;0.53;8.13;6.79;0.68;0.63;1.56;32.24;22.63;27.12;16.01;1.5;-2.38;11.34;9.76;8.14;13.8;2.21;4.39;0.29;0.34;0.66;10.88;31.8;19.7;1.97
0;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;GETT3;GETNET;0.0;0.0;2.05;0.99;0.65;0.17;0.0;0.0;0.06;0.32;1.03;41.43;18.41;28.14;17.71;0.08;-1.96;3.13;7.26;4.75;7.55;1.34;1.24;0.07;0.07;0.93;1.07;16.41;10.57;1.94
0;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;GETT4;GETNET;0.0;0.0;2.05;0.99;0.65;0.17;0.0;0.0;0.06;0.32;1.03;41.43;18.41;28.14;17.71;0.08;-1.96;3.13;7.26;4.75;7.55;1.34;1.24;0.07;0.07;0.93;1.07;16.41;10.57;1.94
0;Alimentos Diversos;Alimentos Processados;Consumo não Cíclico;JOPA4;JOSAPAR;0.93;11.31;2.43;5.45;4.78;1.14;7.41;6.5;0.93;3.04;2.19;21.51;5.41;6.17;1.48;0.17;-0.62;0.43;3.36;2.95;12.31;0.18;0.7;0.13;0.24;0.68;1.38;5.71;5.16;53.22
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;SULA4;SUL AMERICA;-23.56;4.58;0.26;19.47;24.94;-1.71;6.54;8.38;0.73;0.14;2.29;4.25;-3.34;-2.61;0.83;0.32;-0.93;0.88;-13.3;-17.03;53.73;0.44;1.17;-0.97;0.28;0.72;0.6;2.17;-8.72;6.55
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;SULA3;SUL AMERICA;-23.56;4.58;0.27;19.47;24.94;-1.71;6.54;8.38;0.73;0.14;2.29;4.25;-3.34;-2.61;0.83;0.31;-0.91;0.85;-12.95;-16.59;52.32;0.43;1.13;-0.95;0.28;0.72;0.6;2.17;-8.72;6.55
0;Jornais. Livros e Revistas;Mídia;Consumo Cíclico;MSPA4;MELHORAMENTOS;0.0;-22.81;0.0;-4.85;36.29;0.12;-19.69;147.46;0.13;-5.04;1.57;32.47;-10.46;1.4;-17.14;0.18;-0.2;6.37;-13.34;99.93;-8.14;1.4;0.33;2.7;0.57;0.43;-2.27;-4.0;-2.09;126.06
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CEEB5;COELBA;54.67;11.42;20.4;3.78;3.05;2.05;7.72;6.22;0.55;5.98;0.94;29.18;22.91;28.43;11.21;0.32;-0.4;-23.21;2.54;2.04;5.18;0.58;1.37;-0.85;0.23;0.77;6.11;26.51;15.12;22.55
0;Material de Transporte;Comércio;Bens Industriais;WLMM3;WLM INDÚSTRIA E COMÉRCIO;0.0;34.55;6.4;-0.62;-0.61;-0.15;5.09;4.96;2.54;3.11;5.59;13.88;7.94;8.16;6.36;1.1;-2.23;2.66;5.48;5.33;6.83;0.43;1.34;0.32;0.82;0.18;16.16;19.63;17.0;15.87
0;Produção de Eventos e Shows;Viagens e Lazer;Consumo Cíclico;AHEB3;SÃO PAULO TURISMO;0.0;-1.24;0.0;-0.11;-0.52;0.0;-22.41;-109.29;0.72;-3.87;0.99;30.92;-3.68;-0.75;-15.89;0.59;-0.79;-172.95;-22.32;-108.84;-5.16;0.82;-2.11;0.11;-0.28;1.28;-11.41;-40.93;11.01;-9.47
0;Produção de Eventos e Shows;Viagens e Lazer;Consumo Cíclico;AHEB6;SÃO PAULO TURISMO;0.0;-1.24;0.0;-0.11;-0.52;0.0;-22.41;-109.29;0.72;-3.87;0.99;30.92;-3.68;-0.75;-15.89;0.57;-0.77;-166.99;-21.55;-105.08;-4.98;0.79;-2.04;0.11;-0.28;1.28;-11.41;-40.93;11.01;-9.47
0;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;CTKA3;KARSTEN;0.0;12.05;0.0;22.58;13.85;0.0;26.2;16.07;1.02;-2.47;1.7;35.6;3.99;6.51;-2.5;0.22;-0.7;0.79;5.43;3.33;-8.68;0.22;-0.82;0.07;-0.27;1.27;-2.56;-9.46;5.3;-26.13
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CEED4;CEEE-D;0.0;12.08;0.0;5.66;3.9;0.0;11.59;7.99;0.74;3.74;1.0;18.16;7.89;11.45;5.56;0.38;-0.57;1002.06;6.59;4.54;9.35;0.52;-0.86;-0.07;-0.45;1.45;4.11;-9.22;-284.64;-40.61
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BGIP3;BANCO BANESE;-2.49;8.79;3.78;0.0;0.0;0.0;4.43;0.0;0.14;4.94;0.75;35.9;8.36;0.0;7.03;0.05;-0.11;-0.3;4.49;0.0;5.34;0.38;0.68;-0.54;0.08;0.92;0.97;12.68;0.0;38.96
0;Transporte Ferroviário;Transporte;Bens Industriais;MRSA6; MRS LOGÍSTICA;10.77;6.19;2.23;1.81;1.05;0.54;7.31;4.23;0.39;2.05;0.88;35.11;29.39;50.81;13.42;0.6;-0.72;-27.03;5.14;2.97;11.26;1.51;1.52;-0.59;0.39;0.61;5.29;13.51;13.87;15.16
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;BRGE5;CONSÓRCIO ALFA DE ADMINISTRAÇÃO;10.41;-31.54;2.82;-28.66;-22.72;-0.84;-14.44;-11.45;0.0;1.14;2.33;-3678.63;1397.5;1763.12;2207.62;0.25;-0.62;0.71;15.67;12.42;9.92;218.96;0.46;0.03;0.54;0.46;2.48;4.61;2.77;24.71
0;Químicos Diversos;Químicos;Materiais Básicos;CRPG3;TRONOX PIGMENTOS DO BRASIL S.A.;4.74;17.77;9.35;-1.68;0.0;-0.17;8.97;0.0;0.78;3.65;4.91;12.6;10.13;0.0;11.61;1.26;-3.0;2.72;15.96;0.0;13.93;1.62;1.62;-0.22;0.78;0.22;9.03;11.62;8.91;31.4
0;Transporte Ferroviário;Transporte;Bens Industriais;MRSA3; MRS LOGÍSTICA;10.77;6.19;1.8;1.81;1.05;0.54;7.31;4.23;0.39;2.05;0.88;35.11;29.39;50.81;13.42;0.67;-0.81;-30.48;5.8;3.35;12.7;1.7;1.71;-0.67;0.39;0.61;5.29;13.51;13.87;15.16
0;Material Rodoviário;Material de Transporte;Bens Industriais;MWET3;WETZEL;0.0;14.95;0.0;3.65;3.0;0.0;5.64;4.64;1.06;12.44;1.01;15.98;6.76;8.22;9.13;0.23;-0.44;35.42;3.26;2.68;2.41;0.22;-2.75;-0.03;-0.08;1.09;9.65;-114.11;38.73;-10.9
0;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;DOHL3;DOHLER;6.91;9.46;1.2;1.82;0.83;0.04;45.63;20.78;0.67;0.29;5.83;22.36;2.26;4.97;3.37;0.8;-1.68;1.82;52.14;23.75;35.05;1.18;1.07;-0.42;0.75;0.25;2.27;3.05;1.61;9.37
0;Artefatos de Ferro e Aço;Siderurgia e Metalurgia;Materiais Básicos;PATI4;PANATLANTICA;38.31;31.3;5.6;0.97;0.0;0.14;9.88;0.0;1.24;3.13;2.97;8.88;5.3;0.0;3.01;0.62;-4.29;1.09;9.43;0.0;16.62;0.5;1.4;-0.21;0.44;0.56;3.72;8.4;5.79;37.22
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CEPE5;CELPE;22.72;8.38;10.7;6.76;4.91;4.25;15.67;11.37;0.6;2.1;1.4;19.63;12.23;16.86;1.98;0.23;-0.31;2.87;3.09;2.24;19.07;0.38;1.94;-0.33;0.12;0.88;1.19;10.17;10.01;20.68
0;Soc. Crédito e Financiamento;Intermediários Financeiros;Financeiro e Outros;MERC3;MERCANTIL DO BRASIL FINANCEIRA;61.63;-28.34;0.0;0.0;0.0;0.0;-80.07;0.0;0.16;0.39;0.0;78.31;-5.19;0.0;13.62;0.87;-0.89;54.85;-101.96;0.0;38.85;5.29;1.08;0.26;0.8;0.2;2.24;2.79;0.0;13.96
0;Engenharia Consultiva;Construção e Engenharia;Bens Industriais;TCNO4;TECNOSOLO;0.0;0.0;0.0;-28.98;0.0;0.0;-34.51;0.0;0.0;-0.16;0.28;0.0;0.0;0.0;0.0;0.02;-0.03;-0.06;-4.82;0.0;-5.33;0.0;-5.95;-0.2;0.0;1.0;-0.45;-111.63;-3.55;-0.14
0;Engenharia Consultiva;Construção e Engenharia;Bens Industriais;TCNO3;TECNOSOLO;0.0;0.0;0.0;-28.98;0.0;0.0;-34.51;0.0;0.0;-0.16;0.28;0.0;0.0;0.0;0.0;0.03;-0.04;-0.08;-6.81;0.0;-7.52;0.0;-8.4;-0.28;0.0;1.0;-0.45;-111.63;-3.55;-0.14
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CEPE6;CELPE;22.72;8.38;10.98;6.76;4.91;4.25;15.67;11.37;0.6;2.1;1.4;19.63;12.23;16.86;1.98;0.24;-0.34;3.08;3.31;2.4;20.44;0.4;2.08;-0.35;0.12;0.88;1.19;10.17;10.01;20.68
0;Embalagens;Embalagens;Materiais Básicos;MTIG4;METALGRAFICA IGUACU;0.0;-19.4;0.0;-2.82;-3.08;0.0;-2.93;-3.2;0.46;-0.42;0.23;-23.23;-86.65;-79.13;-132.89;33.61;-49.22;-31.14;-84.15;-92.14;-54.87;72.92;-39.91;-0.05;-0.84;1.84;-61.25;-72.74;-149.31;-0.58
0;Outros;Outros;Financeiro e Outros;MAPT4;CEMEPE;0.0;0.0;0.0;0.0;0.0;0.0;-132.25;0.0;0.0;-0.19;0.0;0.0;0.0;0.0;0.0;12.14;-12.14;-1563.65;-57.56;0.0;-52.71;0.0;-1.55;-15.11;-7.84;8.84;-23.03;-2.94;2.69;-6.59
0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;BLUT4;BLUE TECH SOLUTIONS;0.0;0.0;0.0;-1.59;0.0;0.12;-4.91;0.0;0.0;-0.91;0.0;0.0;0.0;0.0;0.0;0.04;-0.04;-0.32;-1.82;0.0;-1.66;0.0;0.14;0.06;0.3;0.7;-2.46;-8.15;-6.65;11.21
0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;BLUT3;BLUE TECH SOLUTIONS;0.0;0.0;0.0;-1.59;0.0;0.12;-4.91;0.0;0.0;-0.91;0.0;0.0;0.0;0.0;0.0;0.14;-0.14;-1.08;-6.17;0.0;-5.63;0.0;0.46;0.2;0.3;0.7;-2.46;-8.15;-6.65;11.21
0;Bancos;Intermediários Financeiros;Financeiro e Outros;MODL4;BANCO MODAL S.A;0.0;0.0;2.8;0.0;0.0;0.0;20.89;0.0;0.18;0.07;0.0;56.79;6.94;0.0;3.57;0.25;-0.3;0.0;20.15;0.0;39.17;1.4;1.49;-0.69;0.17;0.83;0.64;3.8;0.0;1.83
0;Outros;Outros;Financeiro e Outros;MAPT3;CEMEPE;0.0;0.0;0.0;0.0;0.0;0.0;-132.25;0.0;0.0;-0.19;0.0;0.0;0.0;0.0;0.0;43.98;-43.98;-5666.52;-208.58;0.0;-191.01;0.0;-5.61;-54.76;-7.84;8.84;-23.03;-2.94;2.69;-6.59
0;Outros;Outros;Financeiro e Outros;FIGE3;INVESTIMENTOS BEMGE;-3.03;1.92;0.21;0.0;0.0;0.0;0.47;0.0;0.14;4.39;0.0;100.0;93.54;0.0;47.68;0.19;-0.19;14219.08;1.4;0.0;2.74;1.31;0.19;0.05;0.98;0.02;6.87;6.99;0.0;62.74
0;Soc. Crédito e Financiamento;Intermediários Financeiros;Financeiro e Outros;FNCN3;FINANSINOS S.A.- CREDITO FINANC E INVEST;0.0;-19.89;0.0;0.0;0.0;0.0;-9.63;0.0;0.18;4.02;4.97;100.0;-47.99;0.0;130.53;0.84;-1.72;2.05;-9.63;0.0;3.54;4.62;0.93;-0.01;0.9;0.1;23.66;26.38;0.0;15.25
0;Água e Saneamento;Água e Saneamento;Utilidade Pública;CASN3;CASAN;28.01;5.83;0.23;6.9;4.61;0.81;58.15;38.91;0.32;0.1;0.83;43.68;16.23;24.25;7.31;3.37;-3.84;-134.01;65.86;44.07;146.15;10.69;7.72;-4.85;0.44;0.56;2.3;5.28;4.87;1.95
0;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;TEKA3;TEKA;0.0;7.53;0.0;33.71;26.87;0.0;34.07;27.16;0.24;-205.31;0.04;19.45;6.8;8.53;-39.9;0.0;0.0;0.0;0.24;0.19;-0.04;0.02;0.0;0.0;-1.7;2.7;-9.53;-5.61;-1.22;-3661.67
0;Utensílios Domésticos;Utilidades Domésticas;Consumo Cíclico;HETA3;HERCULES;0.0;-0.71;0.0;113.02;113.02;0.0;119.21;119.21;0.28;-2.35;0.02;100.0;92.5;92.5;-38.58;4.36;-4.95;-0.58;17.05;17.05;-40.87;15.77;-0.09;0.41;-49.56;50.56;-10.66;-0.22;-1.24;-1092.26
0;Aluguel de carros;Diversos;Consumo Cíclico;LCAM3;LOCAMERICA;85.95;53.89;5.15;3.14;2.36;1.63;7.8;5.85;0.51;1.26;1.18;39.75;27.63;36.84;6.74;0.65;-0.83;20.46;4.66;3.5;19.12;1.29;2.42;-2.19;0.27;0.73;3.41;12.66;12.37;9.98
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BIDI4;BANCO INTER;0.0;5.8;0.43;0.0;0.0;0.0;-91.21;0.0;0.02;-0.01;0.0;50.04;-13.62;0.0;-5.22;0.23;-0.24;0.0;-89.72;0.0;-234.18;12.22;1.06;0.12;0.22;0.78;-0.1;-0.45;0.0;3.22
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BIDI3;BANCO INTER;0.0;5.8;0.43;0.0;0.0;0.0;-91.21;0.0;0.02;-0.01;0.0;50.04;-13.62;0.0;-5.22;0.23;-0.24;0.0;-89.46;0.0;-233.49;12.19;1.06;0.12;0.22;0.78;-0.1;-0.45;0.0;3.22
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;EEEL4;CEEE-GT;-28.71;-8.6;33.87;1.85;1.68;0.55;9.22;8.4;0.28;17.61;2.91;63.89;31.88;34.98;13.96;0.92;-1.25;5.41;10.19;9.29;23.28;3.25;3.04;-0.38;0.3;0.7;3.97;13.07;4.62;134.74
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;EEEL3;CEEE-GT;-28.71;-8.6;42.83;1.85;1.68;0.55;9.22;8.4;0.28;17.61;2.91;63.89;31.88;34.98;13.96;0.66;-0.9;3.89;7.33;6.68;16.73;2.34;2.19;-0.27;0.3;0.7;3.97;13.07;4.62;134.74
0;Engenharia Consultiva;Construção e Engenharia;Bens Industriais;SOND3;SONDOTECNICA;0.0;-0.97;13.11;-1.6;-1.45;-0.52;3.6;3.26;1.33;6.67;2.21;38.27;15.46;17.04;13.58;1.25;-2.91;3.97;6.06;5.5;6.9;0.94;1.95;0.04;0.64;0.36;18.06;28.31;18.11;23.56
0;Gás;Gás;Utilidade Pública;CEGR3;CEG;10.74;7.18;0.81;0.98;0.0;0.66;26.9;0.0;1.42;1.86;1.04;23.38;15.19;0.0;8.32;5.58;-7.93;508.01;25.93;0.0;47.37;3.94;17.43;2.51;0.32;0.68;11.77;36.8;25.23;5.07
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CESP6;CESP;0.0;8.84;0.0;-1.26;0.89;-0.12;7.28;-5.13;0.14;7.47;1.09;33.55;43.12;-61.19;108.48;0.51;-0.57;60.31;8.5;-5.99;3.38;3.67;0.82;0.01;0.62;0.38;15.05;24.13;9.59;30.97
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CESP3;CESP;0.0;8.84;0.0;-1.26;0.89;-0.12;7.28;-5.13;0.14;7.47;1.09;33.55;43.12;-61.19;108.48;0.51;-0.58;61.03;8.6;-6.06;3.42;3.71;0.83;0.01;0.62;0.38;15.05;24.13;9.59;30.97
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CESP5;CESP;0.0;8.84;0.0;-1.26;0.89;-0.12;7.28;-5.13;0.14;7.47;1.09;33.55;43.12;-61.19;108.48;0.5;-0.56;59.71;8.42;-5.93;3.35;3.63;0.81;0.01;0.62;0.38;15.05;24.13;9.59;30.97
0;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;ECPR4;ENCORPAR;0.0;0.0;0.0;0.08;0.0;-0.01;-17.09;0.0;0.0;-9.14;2.97;0.0;0.0;0.0;0.0;0.62;-0.63;175.57;-17.21;0.0;-9.92;0.0;1.22;0.14;0.51;0.49;-6.29;-12.28;-7.36;74.46
0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;MOSI3;Mosaico Tecnologia ao Consumidor S.A.;0.0;0.0;0.0;-39.51;-24.41;-0.81;36.94;22.82;0.31;0.26;13.23;89.47;6.23;10.08;14.75;1.46;-8.4;1.91;76.45;47.23;32.29;4.76;1.56;0.0;0.93;0.07;4.52;4.84;0.25;5.27
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;POWE3;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A;0.0;0.0;0.0;-6.96;0.0;-0.39;10.6;0.0;0.61;0.46;1.13;6.82;3.52;0.0;2.59;0.38;-0.74;6.57;17.55;0.0;23.92;0.62;0.99;-1.77;0.38;0.62;1.58;4.13;3.81;11.02
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;EQPA6;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;31.52;12.16;4.64;1.18;0.98;0.53;8.13;6.79;0.68;0.63;1.56;32.24;22.63;27.12;16.01;1.82;-2.89;13.75;11.84;9.88;16.74;2.68;5.32;0.35;0.34;0.66;10.88;31.8;19.7;1.97
0;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;ECPR3;ENCORPAR;0.0;0.0;0.0;0.08;0.0;-0.01;-17.09;0.0;0.0;-9.14;2.97;0.0;0.0;0.0;0.0;0.62;-0.62;174.62;-17.12;0.0;-9.87;0.0;1.21;0.14;0.51;0.49;-6.29;-12.28;-7.36;74.46
0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;GNDI3;NOTRE DAME INTERMEDICA;0.0;29.03;0.0;4.9;2.51;0.27;109.34;56.01;0.69;-0.02;1.17;18.55;3.28;6.4;-0.1;2.38;-3.01;79.65;104.45;53.5;-3584.81;3.42;5.84;35.34;0.41;0.59;-0.07;-0.16;2.22;11.47
0;Produtos Diversos;Comércio;Consumo Cíclico;AMER3;AMERICANAS S.A;0.0;21.42;0.0;7.64;2.87;0.59;8.55;3.2;0.65;0.05;1.84;30.68;4.18;11.16;0.15;0.02;-0.04;0.12;0.9;0.34;24.62;0.04;0.07;-0.64;0.35;0.65;0.1;0.28;1.24;16.74
0;Produtos Diversos;Comércio;Consumo Cíclico;LAME3;LOJAS AMERICANAS;18.61;3.5;0.0;5.87;2.41;1.01;16.86;6.92;0.59;0.31;1.72;32.9;4.35;10.61;2.27;0.28;-0.66;1.2;11.03;4.52;21.15;0.48;1.91;-46.97;0.15;0.63;1.34;9.02;2.89;3.46
0;Produção de Eventos e Shows;Viagens e Lazer;Consumo Cíclico;AHEB5;SÃO PAULO TURISMO;0.0;-1.24;0.0;-0.11;-0.52;0.0;-22.41;-109.29;0.72;-3.87;0.99;30.92;-3.68;-0.75;-15.89;0.65;-0.87;-190.25;-24.55;-119.72;-5.68;0.9;-2.32;0.13;-0.28;1.28;-11.41;-40.93;11.01;-9.47
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;OMGE3;OMEGA GERAÇÃO;118.18;55.45;0.0;3.75;0.0;1.18;8.04;0.0;0.18;2.4;1.31;30.38;56.77;0.0;21.25;0.44;-0.53;10.85;4.3;0.0;11.48;2.44;1.35;-0.03;0.33;0.67;3.84;11.81;11.17;20.35
0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;IGTA3;IGUATEMI EMPRESA DE SHOPPING CENTERS;-30.7;5.1;0.0;3.4;2.57;0.52;15.11;11.41;0.16;0.15;1.77;60.16;47.52;62.9;2.5;0.87;-1.2;7.38;11.71;8.85;222.99;5.56;1.77;-2.41;0.49;0.51;0.39;0.8;6.98;18.59
